,Site,Crop,Experiment,Treatment ,Mineral N kg/ha/y,farmyard manure t/ha/year,Reported yield data (t DM/ha),2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Mean,min_yield,max_yield,Soil texture,LAT,LON,SIMUID_1,Sand,Silt,Clay
534,Horažďovice,WWHT,Nstac,0,0.0,0.0,grain,,,4.8332,,,,2.6917999999999997,,,,4.472,,,,,,,,,3.999,2.6917999999999997,4.8332,loamy sand,49.34,13.7,23089.0,82.0,13.0,5.0
535,Horažďovice,WWHT,Nstac,0,0.0,0.0,grain,,,4.8332,,,,2.6917999999999997,,,,4.472,,,,,,,,,3.999,2.6917999999999997,4.8332,loamy sand,49.34,13.7,23089.0,82.0,13.0,5.0
536,Horažďovice,WWHT,Nstac,N,150.0,0.0,grain,,,7.8948,,,,6.149,,,,5.7620000000000005,,,,,,,,,6.601933333333334,5.7620000000000005,7.8948,loamy sand,49.34,13.7,23089.0,82.0,13.0,5.0
537,Horažďovice,WWHT,Nstac,N,150.0,0.0,grain,,,7.8948,,,,6.149,,,,5.7620000000000005,,,,,,,,,6.601933333333334,5.7620000000000005,7.8948,loamy sand,49.34,13.7,23089.0,82.0,13.0,5.0
538,Horažďovice,WWHT,Nstac,FYM. + N,150.0,10.0,grain,,,8.0668,,,,5.856599999999999,,,,5.7104,,,,,,,,,6.5446,5.7104,8.0668,loamy sand,49.34,13.7,23089.0,82.0,13.0,5.0
539,Horažďovice,WWHT,Nstac,FYM. + N,150.0,10.0,grain,,,8.0668,,,,5.856599999999999,,,,5.7104,,,,,,,,,6.5446,5.7104,8.0668,loamy sand,49.34,13.7,23089.0,82.0,13.0,5.0
540,Chrastava,WWHT,Nstac,0,0.0,0.0,grain,,,3.3024,,,,1.6082,,,,3.44,,,,1.4362,,,,,2.4467,1.4362,3.44,loamy sand,50.82,14.95,26459.0,82.0,13.0,5.0
541,Chrastava,WWHT,Nstac,0,0.0,0.0,grain,,,3.3024,,,,1.6082,,,,3.44,,,,1.4362,,,,,2.4467,1.4362,3.44,loamy sand,50.82,14.95,26459.0,82.0,13.0,5.0
542,Chrastava,WWHT,Nstac,N,150.0,0.0,grain,,,6.2608,,,,4.2484,,,,4.5236,,,,7.911999999999999,,,,,5.7362,4.2484,7.911999999999999,loamy sand,50.82,14.95,26459.0,82.0,13.0,5.0
543,Chrastava,WWHT,Nstac,N,150.0,0.0,grain,,,6.2608,,,,4.2484,,,,4.5236,,,,7.911999999999999,,,,,5.7362,4.2484,7.911999999999999,loamy sand,50.82,14.95,26459.0,82.0,13.0,5.0
544,Chrastava,WWHT,Nstac,FYM. + N,150.0,10.0,grain,,,6.1662,,,,4.5236,,,,3.4055999999999997,,,,7.490600000000001,,,,,5.3965,3.4055999999999997,7.490600000000001,loamy sand,50.82,14.95,26459.0,82.0,13.0,5.0
545,Chrastava,WWHT,Nstac,FYM. + N,150.0,10.0,grain,,,6.1662,,,,4.5236,,,,3.4055999999999997,,,,7.490600000000001,,,,,5.3965,3.4055999999999997,7.490600000000001,loamy sand,50.82,14.95,26459.0,82.0,13.0,5.0
546,Jaroměřice,WWHT,Nstac,0,0.0,0.0,grain,,,5.280399999999999,,,,3.8184000000000005,,,,6.002800000000001,,,,,,,,,5.033866666666667,3.8184000000000005,6.002800000000001,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
547,Jaroměřice,WWHT,Nstac,0,0.0,0.0,grain,,,5.280399999999999,,,,3.8184000000000005,,,,6.002800000000001,,,,,,,,,5.033866666666667,3.8184000000000005,6.002800000000001,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
548,Jaroměřice,WWHT,Nstac,0,0.0,0.0,grain,,,5.280399999999999,,,,3.8184000000000005,,,,6.002800000000001,,,,,,,,,5.033866666666667,3.8184000000000005,6.002800000000001,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
549,Jaroměřice,WWHT,Nstac,N,150.0,0.0,grain,,,7.0176,,,,8.1012,,,,7.0348,,,,,,,,,7.384533333333334,7.0176,8.1012,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
550,Jaroměřice,WWHT,Nstac,N,150.0,0.0,grain,,,7.0176,,,,8.1012,,,,7.0348,,,,,,,,,7.384533333333334,7.0176,8.1012,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
551,Jaroměřice,WWHT,Nstac,N,150.0,0.0,grain,,,7.0176,,,,8.1012,,,,7.0348,,,,,,,,,7.384533333333334,7.0176,8.1012,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
552,Jaroměřice,WWHT,Nstac,FYM. + N,150.0,10.0,grain,,,6.8111999999999995,,,,8.0582,,,,7.7228,,,,,,,,,7.530733333333333,6.8111999999999995,8.0582,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
553,Jaroměřice,WWHT,Nstac,FYM. + N,150.0,10.0,grain,,,6.8111999999999995,,,,8.0582,,,,7.7228,,,,,,,,,7.530733333333333,6.8111999999999995,8.0582,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
554,Jaroměřice,WWHT,Nstac,FYM. + N,150.0,10.0,grain,,,6.8111999999999995,,,,8.0582,,,,7.7228,,,,,,,,,7.530733333333333,6.8111999999999995,8.0582,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
555,Libějovice,WWHT,Nstac,0,0.0,0.0,grain,,,4.6268,,,,3.4915999999999996,,,,,,,,,,,,,4.0592,3.4915999999999996,4.6268,,,,,,,
556,Libějovice,WWHT,Nstac,N,150.0,0.0,grain,,,7.060600000000001,,,,7.1293999999999995,,,,,,,,,,,,,7.095000000000001,7.060600000000001,7.1293999999999995,,,,,,,
557,Libějovice,WWHT,Nstac,FYM. + N,150.0,10.0,grain,,,7.619599999999999,,,,7.120799999999999,,,,,,,,,,,,,7.370199999999999,7.120799999999999,7.619599999999999,,,,,,,
558,Lípa,WWHT,Nstac,0,0.0,0.0,grain,,,4.0506,,,,2.322,,,,4.0161999999999995,,,,,,,,,3.4629333333333334,2.322,4.0506,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
559,Lípa,WWHT,Nstac,0,0.0,0.0,grain,,,4.0506,,,,2.322,,,,4.0161999999999995,,,,,,,,,3.4629333333333334,2.322,4.0506,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
560,Lípa,WWHT,Nstac,0,0.0,0.0,grain,,,4.0506,,,,2.322,,,,4.0161999999999995,,,,,,,,,3.4629333333333334,2.322,4.0506,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
561,Lípa,WWHT,Nstac,N,150.0,0.0,grain,,,6.1576,,,,4.6956,,,,7.8088,,,,,,,,,6.220666666666666,4.6956,7.8088,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
562,Lípa,WWHT,Nstac,N,150.0,0.0,grain,,,6.1576,,,,4.6956,,,,7.8088,,,,,,,,,6.220666666666666,4.6956,7.8088,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
563,Lípa,WWHT,Nstac,N,150.0,0.0,grain,,,6.1576,,,,4.6956,,,,7.8088,,,,,,,,,6.220666666666666,4.6956,7.8088,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
564,Lípa,WWHT,Nstac,FYM. + N,150.0,10.0,grain,,,6.2952,,,,5.0052,,,,7.5249999999999995,,,,,,,,,6.275133333333333,5.0052,7.5249999999999995,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
565,Lípa,WWHT,Nstac,FYM. + N,150.0,10.0,grain,,,6.2952,,,,5.0052,,,,7.5249999999999995,,,,,,,,,6.275133333333333,5.0052,7.5249999999999995,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
566,Lípa,WWHT,Nstac,FYM. + N,150.0,10.0,grain,,,6.2952,,,,5.0052,,,,7.5249999999999995,,,,,,,,,6.275133333333333,5.0052,7.5249999999999995,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
567,Pusté Jakartice,WWHT,Nstac,0,0.0,0.0,grain,,,7.0692,,,,4.3172,,,,4.2226,,,,2.7605999999999997,,,,,4.5924,2.7605999999999997,7.0692,loam,49.98,17.95,29745.0,40.0,40.0,20.0
568,Pusté Jakartice,WWHT,Nstac,0,0.0,0.0,grain,,,7.0692,,,,4.3172,,,,4.2226,,,,2.7605999999999997,,,,,4.5924,2.7605999999999997,7.0692,loam,49.98,17.95,29745.0,40.0,40.0,20.0
569,Pusté Jakartice,WWHT,Nstac,N,150.0,0.0,grain,,,7.1638,,,,8.126999999999999,,,,5.2546,,,,5.8308,,,,,6.59405,5.2546,8.126999999999999,loam,49.98,17.95,29745.0,40.0,40.0,20.0
570,Pusté Jakartice,WWHT,Nstac,N,150.0,0.0,grain,,,7.1638,,,,8.126999999999999,,,,5.2546,,,,5.8308,,,,,6.59405,5.2546,8.126999999999999,loam,49.98,17.95,29745.0,40.0,40.0,20.0
571,Pusté Jakartice,WWHT,Nstac,FYM. + N,150.0,10.0,grain,,,6.9316,,,,8.17,,,,5.289000000000001,,,,7.9378,,,,,7.0821000000000005,5.289000000000001,8.17,loam,49.98,17.95,29745.0,40.0,40.0,20.0
572,Pusté Jakartice,WWHT,Nstac,FYM. + N,150.0,10.0,grain,,,6.9316,,,,8.17,,,,5.289000000000001,,,,7.9378,,,,,7.0821000000000005,5.289000000000001,8.17,loam,49.98,17.95,29745.0,40.0,40.0,20.0
573,Staňkov,WWHT,Nstac,0,0.0,0.0,grain,,,2.9583999999999997,,,,2.8466,,,,3.7238,,,,2.7778,,,,,3.07665,2.7778,3.7238,loam,49.55,13.06,23179.0,40.0,40.0,20.0
574,Staňkov,WWHT,Nstac,0,0.0,0.0,grain,,,2.9583999999999997,,,,2.8466,,,,3.7238,,,,2.7778,,,,,3.07665,2.7778,3.7238,loam,49.55,13.06,23179.0,40.0,40.0,20.0
575,Staňkov,WWHT,Nstac,N,150.0,0.0,grain,,,5.934,,,,5.7104,,,,5.2288,,,,7.292800000000001,,,,,6.0415,5.2288,7.292800000000001,loam,49.55,13.06,23179.0,40.0,40.0,20.0
576,Staňkov,WWHT,Nstac,N,150.0,0.0,grain,,,5.934,,,,5.7104,,,,5.2288,,,,7.292800000000001,,,,,6.0415,5.2288,7.292800000000001,loam,49.55,13.06,23179.0,40.0,40.0,20.0
577,Staňkov,WWHT,Nstac,FYM. + N,150.0,10.0,grain,,,5.6674,,,,5.3234,,,,5.1514,,,,7.344399999999999,,,,,5.87165,5.1514,7.344399999999999,loam,49.55,13.06,23179.0,40.0,40.0,20.0
578,Staňkov,WWHT,Nstac,FYM. + N,150.0,10.0,grain,,,5.6674,,,,5.3234,,,,5.1514,,,,7.344399999999999,,,,,5.87165,5.1514,7.344399999999999,loam,49.55,13.06,23179.0,40.0,40.0,20.0
579,Hradec n. Svit.,WWHT,Nstac,0,0.0,0.0,grain,,,3.3712,,,,2.4338,,,,2.2188,,,,2.7605999999999997,,,,,2.6961,2.2188,3.3712,loam,49.73,16.51,26472.0,40.0,40.0,20.0
580,Hradec n. Svit.,WWHT,Nstac,0,0.0,0.0,grain,,,3.3712,,,,2.4338,,,,2.2188,,,,2.7605999999999997,,,,,2.6961,2.2188,3.3712,loam,49.73,16.51,26472.0,40.0,40.0,20.0
581,Hradec n. Svit.,WWHT,Nstac,0,0.0,0.0,grain,,,3.3712,,,,2.4338,,,,2.2188,,,,2.7605999999999997,,,,,2.6961,2.2188,3.3712,loam,49.73,16.51,26472.0,40.0,40.0,20.0
582,Hradec n. Svit.,WWHT,Nstac,N,150.0,0.0,grain,,,7.7486,,,,6.5188,,,,6.3553999999999995,,,,8.6774,,,,,7.325049999999999,6.3553999999999995,8.6774,loam,49.73,16.51,26472.0,40.0,40.0,20.0
583,Hradec n. Svit.,WWHT,Nstac,N,150.0,0.0,grain,,,7.7486,,,,6.5188,,,,6.3553999999999995,,,,8.6774,,,,,7.325049999999999,6.3553999999999995,8.6774,loam,49.73,16.51,26472.0,40.0,40.0,20.0
584,Hradec n. Svit.,WWHT,Nstac,N,150.0,0.0,grain,,,7.7486,,,,6.5188,,,,6.3553999999999995,,,,8.6774,,,,,7.325049999999999,6.3553999999999995,8.6774,loam,49.73,16.51,26472.0,40.0,40.0,20.0
585,Hradec n. Svit.,WWHT,Nstac,FYM. + N,150.0,10.0,grain,,,7.8948,,,,6.6134,,,,6.45,,,,9.116,,,,,7.51855,6.45,9.116,loam,49.73,16.51,26472.0,40.0,40.0,20.0
586,Hradec n. Svit.,WWHT,Nstac,FYM. + N,150.0,10.0,grain,,,7.8948,,,,6.6134,,,,6.45,,,,9.116,,,,,7.51855,6.45,9.116,loam,49.73,16.51,26472.0,40.0,40.0,20.0
587,Hradec n. Svit.,WWHT,Nstac,FYM. + N,150.0,10.0,grain,,,7.8948,,,,6.6134,,,,6.45,,,,9.116,,,,,7.51855,6.45,9.116,loam,49.73,16.51,26472.0,40.0,40.0,20.0
588,Uherský Ostroh,WWHT,Nstac,0,0.0,0.0,grain,,,4.747199999999999,,,,3.0444,,,,,,,,,,,,,3.8957999999999995,3.0444,4.747199999999999,loam,48.99,17.42,28781.0,40.0,40.0,20.0
589,Uherský Ostroh,WWHT,Nstac,N,150.0,0.0,grain,,,5.8824,,,,5.0138,,,,,,,,,,,,,5.4481,5.0138,5.8824,loam,48.99,17.42,28781.0,40.0,40.0,20.0
590,Uherský Ostroh,WWHT,Nstac,FYM. + N,150.0,10.0,grain,,,5.6932,,,,4.884799999999999,,,,,,,,,,,,,5.289,4.884799999999999,5.6932,loam,48.99,17.42,28781.0,40.0,40.0,20.0
591,Věrovany,WWHT,Nstac,0,0.0,0.0,grain,,,7.2842,,,,6.0802000000000005,,,,3.8958000000000004,,,,,,,,,5.7534,3.8958000000000004,7.2842,loam,49.47,17.26,28776.0,40.0,40.0,20.0
592,Věrovany,WWHT,Nstac,0,0.0,0.0,grain,,,7.2842,,,,6.0802000000000005,,,,3.8958000000000004,,,,,,,,,5.7534,3.8958000000000004,7.2842,loam,49.47,17.26,28776.0,40.0,40.0,20.0
593,Věrovany,WWHT,Nstac,N,150.0,0.0,grain,,,8.0754,,,,6.3468,,,,2.3994,,,,,,,,,5.6072,2.3994,8.0754,loam,49.47,17.26,28776.0,40.0,40.0,20.0
594,Věrovany,WWHT,Nstac,N,150.0,0.0,grain,,,8.0754,,,,6.3468,,,,2.3994,,,,,,,,,5.6072,2.3994,8.0754,loam,49.47,17.26,28776.0,40.0,40.0,20.0
595,Věrovany,WWHT,Nstac,FYM. + N,150.0,10.0,grain,,,7.353000000000001,,,,5.8136,,,,1.8232000000000002,,,,,,,,,4.9966,1.8232000000000002,7.353000000000001,loam,49.47,17.26,28776.0,40.0,40.0,20.0
596,Věrovany,WWHT,Nstac,FYM. + N,150.0,10.0,grain,,,7.353000000000001,,,,5.8136,,,,1.8232000000000002,,,,,,,,,4.9966,1.8232000000000002,7.353000000000001,loam,49.47,17.26,28776.0,40.0,40.0,20.0
597,Vysoká,WWHT,Nstac,0,0.0,0.0,grain,,,4.5838,,,,2.9583999999999997,,,,2.5456,,,,2.7262,,,,,3.2035,2.5456,4.5838,loam,49.64,13.95,21991.0,40.0,40.0,20.0
598,Vysoká,WWHT,Nstac,0,0.0,0.0,grain,,,4.5838,,,,2.9583999999999997,,,,2.5456,,,,2.7262,,,,,3.2035,2.5456,4.5838,loam,49.64,13.95,21991.0,40.0,40.0,20.0
599,Vysoká,WWHT,Nstac,N,150.0,0.0,grain,,,8.1442,,,,5.719,,,,3.5174,,,,5.5728,,,,,5.73835,3.5174,8.1442,loam,49.64,13.95,21991.0,40.0,40.0,20.0
600,Vysoká,WWHT,Nstac,N,150.0,0.0,grain,,,8.1442,,,,5.719,,,,3.5174,,,,5.5728,,,,,5.73835,3.5174,8.1442,loam,49.64,13.95,21991.0,40.0,40.0,20.0
601,Vysoká,WWHT,Nstac,FYM. + N,150.0,10.0,grain,,,7.4476,,,,6.4155999999999995,,,,3.5776,,,,5.5384,,,,,5.7448,3.5776,7.4476,loam,49.64,13.95,21991.0,40.0,40.0,20.0
602,Vysoká,WWHT,Nstac,FYM. + N,150.0,10.0,grain,,,7.4476,,,,6.4155999999999995,,,,3.5776,,,,5.5384,,,,,5.7448,3.5776,7.4476,loam,49.64,13.95,21991.0,40.0,40.0,20.0
603,Žatec,WWHT,Nstac,0,0.0,0.0,grain,,,5.3664000000000005,,,,3.053,,,,6.579000000000001,,,,3.7496,,,,,4.687,3.053,6.579000000000001,clay loam,50.3,13.52,24818.0,35.0,30.0,35.0
604,Žatec,WWHT,Nstac,N,150.0,0.0,grain,,,5.8738,,,,3.8785999999999996,,,,6.4844,,,,10.3028,,,,,6.6349,3.8785999999999996,10.3028,clay loam,50.3,13.52,24818.0,35.0,30.0,35.0
605,Žatec,WWHT,Nstac,FYM. + N,150.0,10.0,grain,,,5.8308,,,,3.8785999999999996,,,,6.8456,,,,10.535,,,,,6.7725,3.8785999999999996,10.535,clay loam,50.3,13.52,24818.0,35.0,30.0,35.0
606,Horažďovice,WWHT,Nstac,0,0.0,0.0,straw ,,,2.8982,,,,3.8958000000000004,,,,5.547,,,,,,,,,4.113666666666667,2.8982,5.547,loamy sand,49.34,13.7,23089.0,82.0,13.0,5.0
607,Horažďovice,WWHT,Nstac,0,0.0,0.0,straw ,,,2.8982,,,,3.8958000000000004,,,,5.547,,,,,,,,,4.113666666666667,2.8982,5.547,loamy sand,49.34,13.7,23089.0,82.0,13.0,5.0
608,Horažďovice,WWHT,Nstac,N,150.0,0.0,straw ,,,4.7386,,,,6.6392,,,,7.8088,,,,,,,,,6.395533333333333,4.7386,7.8088,loamy sand,49.34,13.7,23089.0,82.0,13.0,5.0
609,Horažďovice,WWHT,Nstac,N,150.0,0.0,straw ,,,4.7386,,,,6.6392,,,,7.8088,,,,,,,,,6.395533333333333,4.7386,7.8088,loamy sand,49.34,13.7,23089.0,82.0,13.0,5.0
610,Horažďovice,WWHT,Nstac,FYM. + N,150.0,10.0,straw ,,,4.8418,,,,8.858,,,,8.7462,,,,,,,,,7.481999999999999,4.8418,8.858,loamy sand,49.34,13.7,23089.0,82.0,13.0,5.0
611,Horažďovice,WWHT,Nstac,FYM. + N,150.0,10.0,straw ,,,4.8418,,,,8.858,,,,8.7462,,,,,,,,,7.481999999999999,4.8418,8.858,loamy sand,49.34,13.7,23089.0,82.0,13.0,5.0
612,Chrastava,WWHT,Nstac,0,0.0,0.0,straw ,,,1.9779999999999998,,,,1.8834,,,,4.773,,,,1.4189999999999998,,,,,2.51335,1.4189999999999998,4.773,loamy sand,50.82,14.95,26459.0,82.0,13.0,5.0
613,Chrastava,WWHT,Nstac,0,0.0,0.0,straw ,,,1.9779999999999998,,,,1.8834,,,,4.773,,,,1.4189999999999998,,,,,2.51335,1.4189999999999998,4.773,loamy sand,50.82,14.95,26459.0,82.0,13.0,5.0
614,Chrastava,WWHT,Nstac,N,150.0,0.0,straw ,,,3.7582,,,,4.9966,,,,6.1404,,,,8.3076,,,,,5.8007,3.7582,8.3076,loamy sand,50.82,14.95,26459.0,82.0,13.0,5.0
615,Chrastava,WWHT,Nstac,N,150.0,0.0,straw ,,,3.7582,,,,4.9966,,,,6.1404,,,,8.3076,,,,,5.8007,3.7582,8.3076,loamy sand,50.82,14.95,26459.0,82.0,13.0,5.0
616,Chrastava,WWHT,Nstac,FYM. + N,150.0,10.0,straw ,,,3.698,,,,5.2546,,,,4.8762,,,,7.7486,,,,,5.39435,3.698,7.7486,loamy sand,50.82,14.95,26459.0,82.0,13.0,5.0
617,Chrastava,WWHT,Nstac,FYM. + N,150.0,10.0,straw ,,,3.698,,,,5.2546,,,,4.8762,,,,7.7486,,,,,5.39435,3.698,7.7486,loamy sand,50.82,14.95,26459.0,82.0,13.0,5.0
618,Jaroměřice,WWHT,Nstac,0,0.0,0.0,straw ,,,4.4376,,,,4.7988,,,,5.805,,,,,,,,,5.0138,4.4376,5.805,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
619,Jaroměřice,WWHT,Nstac,0,0.0,0.0,straw ,,,4.4376,,,,4.7988,,,,5.805,,,,,,,,,5.0138,4.4376,5.805,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
620,Jaroměřice,WWHT,Nstac,0,0.0,0.0,straw ,,,4.4376,,,,4.7988,,,,5.805,,,,,,,,,5.0138,4.4376,5.805,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
621,Jaroměřice,WWHT,Nstac,N,150.0,0.0,straw ,,,6.5102,,,,11.9712,,,,8.548399999999999,,,,,,,,,9.009933333333334,6.5102,11.9712,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
622,Jaroměřice,WWHT,Nstac,N,150.0,0.0,straw ,,,6.5102,,,,11.9712,,,,8.548399999999999,,,,,,,,,9.009933333333334,6.5102,11.9712,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
623,Jaroměřice,WWHT,Nstac,N,150.0,0.0,straw ,,,6.5102,,,,11.9712,,,,8.548399999999999,,,,,,,,,9.009933333333334,6.5102,11.9712,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
624,Jaroměřice,WWHT,Nstac,FYM. + N,150.0,10.0,straw ,,,6.312399999999999,,,,11.782,,,,8.944,,,,,,,,,9.0128,6.312399999999999,11.782,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
625,Jaroměřice,WWHT,Nstac,FYM. + N,150.0,10.0,straw ,,,6.312399999999999,,,,11.782,,,,8.944,,,,,,,,,9.0128,6.312399999999999,11.782,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
626,Jaroměřice,WWHT,Nstac,FYM. + N,150.0,10.0,straw ,,,6.312399999999999,,,,11.782,,,,8.944,,,,,,,,,9.0128,6.312399999999999,11.782,clay loam,49.1,15.88,27966.0,35.0,30.0,35.0
627,Libějovice,WWHT,Nstac,0,0.0,0.0,straw ,,,2.7778,,,,2.3649999999999998,,,,,,,,,,,,,2.5713999999999997,2.3649999999999998,2.7778,,,,,,,
628,Libějovice,WWHT,Nstac,N,150.0,0.0,straw ,,,4.2398,,,,3.6721999999999997,,,,,,,,,,,,,3.9559999999999995,3.6721999999999997,4.2398,,,,,,,
629,Libějovice,WWHT,Nstac,FYM. + N,150.0,10.0,straw ,,,4.575200000000001,,,,3.5776,,,,,,,,,,,,,4.0764000000000005,3.5776,4.575200000000001,,,,,,,
630,Lípa,WWHT,Nstac,0,0.0,0.0,straw ,,,2.3735999999999997,,,,1.5738,,,,3.9044,,,,,,,,,2.6172666666666666,1.5738,3.9044,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
631,Lípa,WWHT,Nstac,0,0.0,0.0,straw ,,,2.3735999999999997,,,,1.5738,,,,3.9044,,,,,,,,,2.6172666666666666,1.5738,3.9044,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
632,Lípa,WWHT,Nstac,0,0.0,0.0,straw ,,,2.3735999999999997,,,,1.5738,,,,3.9044,,,,,,,,,2.6172666666666666,1.5738,3.9044,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
633,Lípa,WWHT,Nstac,N,150.0,0.0,straw ,,,4.3688,,,,6.2866,,,,7.3873999999999995,,,,,,,,,6.014266666666667,4.3688,7.3873999999999995,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
634,Lípa,WWHT,Nstac,N,150.0,0.0,straw ,,,4.3688,,,,6.2866,,,,7.3873999999999995,,,,,,,,,6.014266666666667,4.3688,7.3873999999999995,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
635,Lípa,WWHT,Nstac,N,150.0,0.0,straw ,,,4.3688,,,,6.2866,,,,7.3873999999999995,,,,,,,,,6.014266666666667,4.3688,7.3873999999999995,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
636,Lípa,WWHT,Nstac,FYM. + N,150.0,10.0,straw ,,,3.9818,,,,7.1036,,,,8.152800000000001,,,,,,,,,6.412733333333333,3.9818,8.152800000000001,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
637,Lípa,WWHT,Nstac,FYM. + N,150.0,10.0,straw ,,,3.9818,,,,7.1036,,,,8.152800000000001,,,,,,,,,6.412733333333333,3.9818,8.152800000000001,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
638,Lípa,WWHT,Nstac,FYM. + N,150.0,10.0,straw ,,,3.9818,,,,7.1036,,,,8.152800000000001,,,,,,,,,6.412733333333333,3.9818,8.152800000000001,sandy loam,49.56,15.54,27951.0,65.0,25.0,10.0
639,Pusté Jakartice,WWHT,Nstac,0,0.0,0.0,straw ,,,4.945,,,,2.924,,,,2.2102,,,,1.075,,,,,2.78855,1.075,4.945,loam,49.98,17.95,29745.0,40.0,40.0,20.0
640,Pusté Jakartice,WWHT,Nstac,0,0.0,0.0,straw ,,,4.945,,,,2.924,,,,2.2102,,,,1.075,,,,,2.78855,1.075,4.945,loam,49.98,17.95,29745.0,40.0,40.0,20.0
641,Pusté Jakartice,WWHT,Nstac,N,150.0,0.0,straw ,,,5.0138,,,,6.364,,,,4.9106,,,,3.0014000000000003,,,,,4.82245,3.0014000000000003,6.364,loam,49.98,17.95,29745.0,40.0,40.0,20.0
642,Pusté Jakartice,WWHT,Nstac,N,150.0,0.0,straw ,,,5.0138,,,,6.364,,,,4.9106,,,,3.0014000000000003,,,,,4.82245,3.0014000000000003,6.364,loam,49.98,17.95,29745.0,40.0,40.0,20.0
643,Pusté Jakartice,WWHT,Nstac,FYM. + N,150.0,10.0,straw ,,,4.8504,,,,7.052,,,,4.893400000000001,,,,2.1672,,,,,4.74075,2.1672,7.052,loam,49.98,17.95,29745.0,40.0,40.0,20.0
644,Pusté Jakartice,WWHT,Nstac,FYM. + N,150.0,10.0,straw ,,,4.8504,,,,7.052,,,,4.893400000000001,,,,2.1672,,,,,4.74075,2.1672,7.052,loam,49.98,17.95,29745.0,40.0,40.0,20.0
645,Staňkov,WWHT,Nstac,0,0.0,0.0,straw ,,,1.3502,,,,3.7840000000000003,,,,5.3492,,,,3.7496,,,,,3.55825,1.3502,5.3492,loam,49.55,13.06,23179.0,40.0,40.0,20.0
646,Staňkov,WWHT,Nstac,0,0.0,0.0,straw ,,,1.3502,,,,3.7840000000000003,,,,5.3492,,,,3.7496,,,,,3.55825,1.3502,5.3492,loam,49.55,13.06,23179.0,40.0,40.0,20.0
647,Staňkov,WWHT,Nstac,N,150.0,0.0,straw ,,,3.1906,,,,10.062,,,,6.467199999999999,,,,9.847,,,,,7.3917,3.1906,10.062,loam,49.55,13.06,23179.0,40.0,40.0,20.0
648,Staňkov,WWHT,Nstac,N,150.0,0.0,straw ,,,3.1906,,,,10.062,,,,6.467199999999999,,,,9.847,,,,,7.3917,3.1906,10.062,loam,49.55,13.06,23179.0,40.0,40.0,20.0
649,Staňkov,WWHT,Nstac,FYM. + N,150.0,10.0,straw ,,,2.7176,,,,10.491999999999999,,,,5.9684,,,,9.915799999999999,,,,,7.273449999999999,2.7176,10.491999999999999,loam,49.55,13.06,23179.0,40.0,40.0,20.0
650,Staňkov,WWHT,Nstac,FYM. + N,150.0,10.0,straw ,,,2.7176,,,,10.491999999999999,,,,5.9684,,,,9.915799999999999,,,,,7.273449999999999,2.7176,10.491999999999999,loam,49.55,13.06,23179.0,40.0,40.0,20.0
651,Hradec n. Svit.,WWHT,Nstac,0,0.0,0.0,straw ,,,2.5026,,,,2.7605999999999997,,,,3.1734,,,,3.7065999999999995,,,,,3.0357999999999996,2.5026,3.7065999999999995,loam,49.73,16.51,26472.0,40.0,40.0,20.0
652,Hradec n. Svit.,WWHT,Nstac,0,0.0,0.0,straw ,,,2.5026,,,,2.7605999999999997,,,,3.1734,,,,3.7065999999999995,,,,,3.0357999999999996,2.5026,3.7065999999999995,loam,49.73,16.51,26472.0,40.0,40.0,20.0
